shot_id;user_id;created_at
317;48;2026-08-17
94;43;2024-12-04
278;29;2024-08-22
135;33;2023-02-23
81;31;2026-04-10
337;40;2025-06-05
212;26;2023-10-15
253;32;2024-08-02
359;10;2026-11-06
298;26;2024-12-25
447;3;2026-08-31
151;1;2026-12-12
61;24;2026-11-25
130;26;2023-07-19
394;14;2026-02-06
401;1;2025-08-31
216;39;2025-12-25
31;38;2026-03-18
97;1;2023-11-15
475;4;2024-12-22
70;26;2025-03-15
113;17;2023-10-03
476;17;2026-12-24
399;45;2026-11-29
101;23;2024-03-12
349;32;2025-02-08
370;31;2024-12-07
487;40;2025-12-10
383;25;2026-03-12
326;33;2026-01-15
219;41;2023-10-03
24;12;2023-12-05
33;26;2026-09-07
212;18;2025-03-16
483;28;2026-09-12
157;48;2024-04-19
375;10;2026-06-03
329;25;2024-09-14
73;11;2025-01-08
72;11;2023-03-08
433;25;2023-03-03
62;19;2023-10-17
290;43;2023-12-19
20;45;2025-07-17
315;49;2024-07-20
443;14;2025-12-22
245;28;2026-06-25
82;25;2025-03-03
273;48;2025-02-08
183;4;2026-04-18
412;6;2024-04-21
174;3;2026-12-20
37;33;2025-11-28
222;1;2024-01-03
275;20;2023-02-19
382;11;2026-07-16
134;46;2023-08-04
36;4;2026-04-03
135;35;2026-02-12
9;30;2024-10-15
353;39;2025-09-15
382;29;2023-11-01
90;45;2026-07-29
171;42;2024-06-17
292;5;2025-08-15
326;35;2025-09-06
284;18;2023-03-03
349;21;2023-10-19
108;7;2026-03-25
304;41;2025-06-07
224;30;2023-05-24
187;39;2025-01-22
31;3;2024-07-20
149;11;2026-02-26
141;1;2023-11-27
9;40;2023-02-26
84;9;2026-10-29
87;41;2024-11-08
15;21;2025-02-19
125;23;2023-05-10
447;22;2026-04-22
298;42;2026-11-02
337;27;2025-06-10
176;19;2024-08-12
365;50;2026-06-07
305;1;2024-07-18
336;2;2024-12-02
9;25;2024-02-08
475;35;2024-12-22
475;39;2025-04-20
118;13;2025-08-11
216;19;2024-12-17
70;37;2024-10-02
138;48;2023-10-29
351;50;2024-08-09
223;9;2023-07-28
376;11;2024-12-29
331;32;2023-05-31
293;15;2026-08-25
404;46;2026-10-30
400;8;2024-02-28
247;48;2026-08-27
375;2;2023-03-02
261;48;2025-01-07
176;3;2026-12-24
216;12;2026-09-09
261;29;2024-10-16
263;28;2026-12-07
133;26;2024-08-18
283;49;2026-09-02
220;34;2026-01-16
243;21;2026-12-17
444;10;2026-03-02
268;40;2026-08-01
63;21;2023-04-13
394;24;2024-02-09
52;3;2025-10-22
386;17;2023-04-30
129;4;2023-10-27
192;5;2023-05-08
92;7;2024-06-23
385;26;2025-04-10
376;37;2024-08-13
272;25;2024-02-08
482;21;2026-02-22
168;3;2024-01-19
372;40;2024-06-24
439;11;2025-10-26
438;19;2026-12-20
283;45;2025-07-08
403;40;2025-04-05
187;2;2025-12-31
88;29;2024-08-24
228;1;2024-04-25
289;2;2024-10-19
461;1;2026-03-16
98;18;2025-07-12
347;8;2025-03-20
338;42;2026-09-08
450;18;2024-05-14
57;45;2023-01-15
500;35;2024-12-29
53;8;2023-03-01
158;17;2023-03-11
76;27;2023-08-07
183;33;2024-07-20
30;46;2026-05-10
353;13;2023-12-19
133;45;2023-10-07
393;7;2025-07-31
380;43;2024-05-04
281;15;2024-05-13
341;31;2023-03-29
479;6;2023-10-15
372;5;2023-09-30
348;9;2024-09-09
458;43;2024-10-02
448;7;2024-06-17
234;21;2025-09-14
339;20;2024-05-05
379;33;2024-08-14
446;5;2025-12-29
446;15;2024-09-29
409;42;2023-03-30
115;10;2025-05-23
149;15;2023-12-02
205;28;2023-11-04
31;39;2025-06-02
128;11;2026-07-07
426;27;2025-11-10
117;5;2026-03-23
89;41;2023-04-18
70;22;2024-01-19
364;6;2026-03-20
395;11;2023-11-01
145;6;2026-12-02
450;43;2024-04-03
10;47;2025-05-22
279;25;2024-02-20
271;30;2026-04-24
215;14;2025-12-28
241;10;2025-06-05
51;32;2026-09-03
478;23;2025-09-27
12;15;2023-11-11
145;5;2023-05-29
77;50;2026-11-13
65;41;2026-07-13
171;36;2026-01-25
45;1;2023-06-05
288;5;2023-01-15
347;19;2025-07-03
267;7;2024-08-27
284;33;2025-09-13
188;30;2026-06-21
103;47;2024-10-23
449;38;2023-06-03
206;27;2023-12-11
353;34;2026-01-20
351;23;2024-07-31
495;37;2023-02-17
469;36;2023-08-19
468;7;2026-01-01
296;30;2024-12-28
147;11;2026-04-21
441;24;2026-08-20
206;18;2023-07-08
66;20;2026-03-02
257;38;2025-02-12
349;39;2025-05-14
83;15;2023-02-06
441;10;2025-01-14
40;45;2026-03-17
406;40;2026-02-11
139;15;2024-08-08
314;3;2024-07-26
57;34;2023-10-11
170;40;2025-12-05
203;35;2024-10-27
240;27;2023-05-30
266;37;2023-04-18
478;40;2026-04-10
235;20;2024-03-29
402;10;2024-06-21
1;43;2023-06-04
408;22;2025-06-06
312;25;2024-02-09
44;39;2023-09-01
252;29;2026-05-03
149;6;2024-05-13
